age_yrs,Lifestage,Activity_stages,no_days,mean_bpm,se_bpm,Es_perday,Es_perday_sd,Es_perday_quant025,Es_perday_quant975,Es,Es_sd,Es_quant025,Es_quant975
20,Lactating,foraging lactating,119,1.039250275250513,0.02199411192852006,1407.9528573490434,426.3860418906908,694.1788191377998,2216.038309532714,167546.39002453617,50739.93898499221,82607.27947739817,263708.558834393
20,Lactating,northbound lactating,100,0.4996218350051777,0.010999059726743027,676.5684787919519,207.26123214423598,331.5899744865213,1074.4286001231085,67656.8478791952,20726.1232144236,33158.99744865214,107442.86001231086
20,Lactating,southbound post-weaning,72,0.7191739493024276,0.022034004788815145,968.7620068179448,337.19413167380856,446.4861239648725,1681.8143813869324,69750.86449089203,24277.977480514215,32147.000925470813,121090.63545985914
21,Lactating,calving grounds lactating,74,0.6191317302061677,0.022050157577660528,836.2701235373218,314.8576484903971,371.2193935374637,1525.2047141532296,61883.98914176181,23299.465988289383,27470.23512177231,112865.14884733899
21,Lactating,foraging lactating,119,1.039250275250513,0.02199411192852006,1416.7938338848405,429.41606742124173,698.0994987940436,2230.4371889170925,168598.46623229602,51100.51202312777,83073.84035649119,265422.02548113395
21,Lactating,northbound lactating,100,0.4996218350051777,0.010999059726743027,680.8167131302013,208.73021515834813,333.4627042948565,1081.4094250928697,68081.67131302012,20873.02151583481,33346.27042948565,108140.94250928698
21,Lactating,southbound post-weaning,72,0.7191739493024276,0.022034004788815145,974.8428968948338,339.52537825326095,449.006814307097,1692.71563735349,70188.68857642803,24445.82723423479,32328.49063011098,121875.52588945127
22,Lactating,calving grounds lactating,74,0.6191317302061677,0.022050157577660528,840.6638486648203,316.6858931867304,372.9395447880904,1533.5274640118337,62209.124801196704,23434.75609581805,27597.52631431869,113481.03233687571
22,Lactating,foraging lactating,119,1.039250275250513,0.02199411192852006,1424.2424604623523,432.0265518051237,701.331271966659,2242.6472593161598,169484.85279501992,51411.159664809726,83458.42136403243,266875.023858623
22,Lactating,northbound lactating,100,0.4996218350051777,0.010999059726743027,684.3958758719324,209.9952443009839,335.0063621897441,1087.3290214099852,68439.58758719324,20999.52443009839,33500.63621897441,108732.90214099854
22,Lactating,southbound post-weaning,72,0.7191739493024276,0.022034004788815145,979.9657482268577,341.5244976945793,451.0844038960063,1701.9555979013817,70557.53387233375,24589.76383400971,32478.07708051245,122540.80304889948
23,Lactating,calving grounds lactating,74,0.6191317302061677,0.022050157577660528,844.3789105028135,318.27693186653715,374.3344135432165,1540.644742364391,62484.039377208195,23552.49295812375,27700.74660219802,114007.71093496494
23,Lactating,foraging lactating,119,1.039250275250513,0.02199411192852006,1430.54181466042,434.3257257637793,703.9510121995088,2253.098535804841,170234.47594458997,51684.76136588974,83770.17045174155,268118.7257607761
23,Lactating,northbound lactating,100,0.4996218350051777,0.010999059726743027,687.4227591413049,211.10854953617502,336.2576616529443,1092.3958434196857,68742.27591413049,21110.8549536175,33625.76616529442,109239.58434196858
23,Lactating,southbound post-weaning,72,0.7191739493024276,0.022034004788815145,984.2975912610437,343.27071538630537,452.768235135592,1709.8580190598746,70869.42657079514,24715.491507813986,32599.312929762626,123109.77737231096
24,Lactating,calving grounds lactating,74,0.6191317302061677,0.022050157577660528,847.5053938337757,319.63648968018816,375.48127021284574,1546.6707438696626,62715.3991436994,23653.10023633392,27785.613995750584,114453.63504635505
24,Lactating,foraging lactating,119,1.039250275250513,0.02199411192852006,1435.8437300613436,436.3024437883532,706.1045282082745,2261.9516989483386,170865.4038772999,51919.99081081403,84026.43885678466,269172.2521748523
24,Lactating,northbound lactating,100,0.4996218350051777,0.010999059726743027,689.9703484741619,212.06534029673452,337.28626282163646,1096.6878536923446,68997.03484741619,21206.53402967345,33728.62628216365,109668.78536923448
24,Lactating,southbound post-weaning,72,0.7191739493024276,0.022034004788815145,987.9432646653531,344.7657285922829,454.15225787186483,1716.549129518114,71131.91505590543,24823.13245864437,32698.962566774266,123591.5373253042
